	Client ID	Receiving Income (Entry)	Income Source (Entry)	Monthly Amount (Entry)	Income Start Date (Entry)	Income End Date (Entry)	Provider (140-provider)_x	ReceivingIncome (Exit)	Source of Income (Exit)	Monthly Amount (Exit)	Income Start Date (Exit)	Income End Date (Exit)	Provider (140-provider)_y
1076	443930	No	Alimony or Other Spousal Support (HUD)		3/6/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		3/6/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1077	450723	No	Alimony or Other Spousal Support (HUD)		3/6/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		3/6/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1078	450718	No	Alimony or Other Spousal Support (HUD)		3/6/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		3/6/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1079	265379	No	Alimony or Other Spousal Support (HUD)		3/6/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		3/6/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1080	143273	No	Alimony or Other Spousal Support (HUD)		3/6/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		3/6/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1081	451207	No	Alimony or Other Spousal Support (HUD)		3/13/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		3/13/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1082	184846	No	Alimony or Other Spousal Support (HUD)		3/20/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		3/20/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1083	208057	No	Alimony or Other Spousal Support (HUD)		3/20/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		3/20/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1084	451491	No	Alimony or Other Spousal Support (HUD)		3/17/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		3/17/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1085	451676	No	Alimony or Other Spousal Support (HUD)		3/7/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		3/7/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1086	407414	No	Alimony or Other Spousal Support (HUD)		3/21/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		3/21/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1087	227895	No	Alimony or Other Spousal Support (HUD)		3/20/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		3/20/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1088	451797	No	Alimony or Other Spousal Support (HUD)		3/22/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		3/22/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1089	451796	No	Alimony or Other Spousal Support (HUD)		3/22/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		3/22/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1090	224220	No	Alimony or Other Spousal Support (HUD)		3/22/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		3/22/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1091	335270	No	Alimony or Other Spousal Support (HUD)		3/23/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		3/23/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1092	451900	No	Alimony or Other Spousal Support (HUD)		3/23/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		3/23/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1093	451902	No	Alimony or Other Spousal Support (HUD)		3/23/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		3/23/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1094	451901	No	Alimony or Other Spousal Support (HUD)		3/23/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		3/23/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1095	301864	No	Alimony or Other Spousal Support (HUD)		3/27/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		3/27/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1096	452111	No	Alimony or Other Spousal Support (HUD)		3/27/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		3/27/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1097	452192	No	Alimony or Other Spousal Support (HUD)		3/27/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		3/27/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1098	452193	No	Alimony or Other Spousal Support (HUD)		3/25/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		3/25/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1099	451176	No	Alimony or Other Spousal Support (HUD)		3/20/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		3/20/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1100	450898	No	Alimony or Other Spousal Support (HUD)		3/20/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		3/20/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1101	340028	No	Alimony or Other Spousal Support (HUD)		4/3/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		4/3/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1102	409921	No	Alimony or Other Spousal Support (HUD)		4/3/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		4/3/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1103	452582	No	Alimony or Other Spousal Support (HUD)		4/3/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		4/3/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1104	357475	No	Alimony or Other Spousal Support (HUD)		4/4/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		4/4/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1105	452580	No	Alimony or Other Spousal Support (HUD)		4/3/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		4/3/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1106	452581	No	Alimony or Other Spousal Support (HUD)		4/1/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		4/1/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1107	311126	No	Alimony or Other Spousal Support (HUD)		4/4/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		4/4/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1108	169777	No	Alimony or Other Spousal Support (HUD)		4/5/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		4/5/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1109	193575	No	Earned Income (HUD)	1600.0	5/11/2014	4/14/2017	Urban Ministries of Durham - Durham County(1562)	No	Earned Income (HUD)	1600.0	5/11/2014	4/14/2017	Urban Ministries of Durham - Durham County(1562)
1110	452931	No	Alimony or Other Spousal Support (HUD)		4/10/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		4/10/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1111	452928	No	Alimony or Other Spousal Support (HUD)		4/10/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		4/10/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1112	452932	No	Alimony or Other Spousal Support (HUD)		4/10/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		4/10/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1113	452930	No	Alimony or Other Spousal Support (HUD)		4/10/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		4/10/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1114	452929	No	Alimony or Other Spousal Support (HUD)		4/10/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		4/10/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1115	199315	No	Alimony or Other Spousal Support (HUD)		4/12/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		4/12/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1116	453206	No	Alimony or Other Spousal Support (HUD)		4/5/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		4/5/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1117	453205	No	Alimony or Other Spousal Support (HUD)		4/12/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		4/12/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1118	453208	No	Alimony or Other Spousal Support (HUD)		4/10/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		4/10/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1119	453207	No	Alimony or Other Spousal Support (HUD)		4/7/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		4/7/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1120	120098	No	Alimony or Other Spousal Support (HUD)		4/13/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		4/13/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1121	453202	No	Alimony or Other Spousal Support (HUD)		4/14/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		4/14/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1122	218489	No	Alimony or Other Spousal Support (HUD)		4/17/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		4/17/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1123	169426	No	Alimony or Other Spousal Support (HUD)		4/17/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		4/17/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1124	453690	No	Alimony or Other Spousal Support (HUD)		4/24/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		4/24/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1125	453760	No	Alimony or Other Spousal Support (HUD)		4/6/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		4/6/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1126	454008	No	Alimony or Other Spousal Support (HUD)		4/28/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		4/28/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1127	192790	No	Alimony or Other Spousal Support (HUD)		5/1/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/1/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1128	453204	No	Alimony or Other Spousal Support (HUD)		5/1/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/1/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1129	397720	No	Alimony or Other Spousal Support (HUD)		5/3/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/3/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1130	454320	No	Alimony or Other Spousal Support (HUD)		5/2/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/2/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1131	157125	No	Alimony or Other Spousal Support (HUD)		5/3/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/3/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1132	454491	No	Alimony or Other Spousal Support (HUD)		5/4/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/4/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1133	451680	No	Alimony or Other Spousal Support (HUD)		5/8/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/8/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1134	133728	No	Alimony or Other Spousal Support (HUD)		5/4/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/4/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1135	454737	No	Alimony or Other Spousal Support (HUD)		5/9/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/9/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1136	171770	No	Alimony or Other Spousal Support (HUD)		5/7/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/7/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1137	454736	No	Alimony or Other Spousal Support (HUD)		5/9/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/9/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1138	443138	No	Alimony or Other Spousal Support (HUD)		5/11/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/11/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1139	157427	No	Alimony or Other Spousal Support (HUD)		5/15/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/15/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1140	185850	No	Alimony or Other Spousal Support (HUD)		5/15/2017		Urban Ministries of Durham - Durham County(1562)	No	Alimony or Other Spousal Support (HUD)		5/15/2017		Urban Ministries of Durham - Durham County(1562)
1141	455002	No	Alimony or Other Spousal Support (HUD)		5/15/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/15/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1142	281041	No	Alimony or Other Spousal Support (HUD)		1/5/2015		Urban Ministries of Durham - Durham County(1562)	No	Alimony or Other Spousal Support (HUD)		1/5/2015		Urban Ministries of Durham - Durham County(1562)
1143	394826	No	Alimony or Other Spousal Support (HUD)		3/9/2015		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		3/9/2015		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1144	455112	No	Alimony or Other Spousal Support (HUD)		5/16/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/16/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1145	270571	No	Alimony or Other Spousal Support (HUD)		5/16/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/16/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1146	110903	No	Alimony or Other Spousal Support (HUD)		5/16/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/16/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1147	171340	No	Alimony or Other Spousal Support (HUD)		5/15/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/15/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1148	441891	No	Alimony or Other Spousal Support (HUD)		3/15/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		3/15/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1149	455181	No	Alimony or Other Spousal Support (HUD)		5/17/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/17/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1150	447760	No	Alimony or Other Spousal Support (HUD)		5/15/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/15/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1151	452667	No	Alimony or Other Spousal Support (HUD)		5/10/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/10/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1152	455254	No	Alimony or Other Spousal Support (HUD)		5/18/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/18/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1153	222747	No	Alimony or Other Spousal Support (HUD)		8/24/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/24/2016		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1154	455775	No	Alimony or Other Spousal Support (HUD)		5/22/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/22/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1155	454481	No	Alimony or Other Spousal Support (HUD)		5/22/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/22/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1156	214111	No	Alimony or Other Spousal Support (HUD)		5/23/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/23/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1157	455776	No	Alimony or Other Spousal Support (HUD)		5/23/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/23/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1158	338653	No	Alimony or Other Spousal Support (HUD)		5/23/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/23/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1159	455774	No	Alimony or Other Spousal Support (HUD)		5/22/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/22/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1160	376327	No	Alimony or Other Spousal Support (HUD)		8/18/2014		Urban Ministries of Durham - Durham County(1562)	No	Alimony or Other Spousal Support (HUD)		8/18/2014		Urban Ministries of Durham - Durham County(1562)
1161	455876	No	Alimony or Other Spousal Support (HUD)		5/30/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/30/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1162	456554	No	Alimony or Other Spousal Support (HUD)		6/2/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/2/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1163	444293	Data Not Collected	Other (HUD)	2000.0	6/9/2017	6/29/2019	Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	Data Not Collected	Other (HUD)	2000.0	6/9/2017	6/29/2019	Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1164	456628	No	Alimony or Other Spousal Support (HUD)		6/9/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/9/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1165	364437	No	Alimony or Other Spousal Support (HUD)		6/12/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/12/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1166	186698	No	Alimony or Other Spousal Support (HUD)		6/19/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/19/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1167	457200	No	Alimony or Other Spousal Support (HUD)		6/14/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/14/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1168	457295	No	Alimony or Other Spousal Support (HUD)		6/19/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/19/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1169	457390	No	Alimony or Other Spousal Support (HUD)		6/22/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/22/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1170	457391	No	Alimony or Other Spousal Support (HUD)		6/19/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/19/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1171	457072	No	Alimony or Other Spousal Support (HUD)		6/19/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/19/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1172	200622	No	Alimony or Other Spousal Support (HUD)		6/19/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/19/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1173	457430	No	Alimony or Other Spousal Support (HUD)		6/19/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/19/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1174	82223	No	Alimony or Other Spousal Support (HUD)		6/24/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/24/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1175	196391	No	Alimony or Other Spousal Support (HUD)		6/24/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/24/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1176	190363	No	Alimony or Other Spousal Support (HUD)		6/26/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/26/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1177	421698	No	Alimony or Other Spousal Support (HUD)		6/26/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/26/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1178	457559	No	Alimony or Other Spousal Support (HUD)		6/26/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/26/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1179	178324	No	Alimony or Other Spousal Support (HUD)		6/19/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/19/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
