	Client ID	Receiving Income (Entry)	Income Source (Entry)	Monthly Amount (Entry)	Income Start Date (Entry)	Income End Date (Entry)	Provider (140-provider)_x	ReceivingIncome (Exit)	Source of Income (Exit)	Monthly Amount (Exit)	Income Start Date (Exit)	Income End Date (Exit)	Provider (140-provider)_y
1180	167933	No	Alimony or Other Spousal Support (HUD)		6/27/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/27/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1181	457620	No	Alimony or Other Spousal Support (HUD)		6/27/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/27/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1182	208782	No	Alimony or Other Spousal Support (HUD)		6/28/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/28/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1183	216784	No	Alimony or Other Spousal Support (HUD)		6/28/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/28/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1184	458222	No	Alimony or Other Spousal Support (HUD)		7/4/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/4/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1185	458219	No	Alimony or Other Spousal Support (HUD)		7/4/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/4/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1186	458220	No	Alimony or Other Spousal Support (HUD)		7/4/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/4/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1187	458217	No	Alimony or Other Spousal Support (HUD)		7/4/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/4/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1188	458223	No	Alimony or Other Spousal Support (HUD)		7/4/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/4/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1189	421503	No	Alimony or Other Spousal Support (HUD)		12/29/2016		Urban Ministries of Durham - Durham County - Families Emergency Shelter - Private(5837)	No	Alimony or Other Spousal Support (HUD)		12/29/2016		Urban Ministries of Durham - Durham County - Families Emergency Shelter - Private(5837)
1190	458221	No	Alimony or Other Spousal Support (HUD)		7/4/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/4/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1191	458218	No	Alimony or Other Spousal Support (HUD)		7/4/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/4/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1192	458308	No	Alimony or Other Spousal Support (HUD)		7/7/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/7/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1193	458307	No	Alimony or Other Spousal Support (HUD)		7/7/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/7/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1194	296485	No	Alimony or Other Spousal Support (HUD)		7/10/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/10/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1195	458817	No	Alimony or Other Spousal Support (HUD)		7/14/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/14/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1196	458818	No	Alimony or Other Spousal Support (HUD)		7/17/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/17/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1197	274547	No	Alimony or Other Spousal Support (HUD)		7/16/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/16/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1198	434858	No	Alimony or Other Spousal Support (HUD)		7/21/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/21/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1199	398224	No	Alimony or Other Spousal Support (HUD)		7/15/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/15/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1200	459296	No	Alimony or Other Spousal Support (HUD)		7/24/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/24/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1201	98579	No	Alimony or Other Spousal Support (HUD)		7/23/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/23/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1202	373188	No	Alimony or Other Spousal Support (HUD)		7/24/2017		Urban Ministries of Durham - Durham County(1562)	No	Alimony or Other Spousal Support (HUD)		7/24/2017		Urban Ministries of Durham - Durham County(1562)
1203	110973	No	Alimony or Other Spousal Support (HUD)		7/24/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/24/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1204	264620	No	Alimony or Other Spousal Support (HUD)		10/20/2015		XXXCLOSED_Mecklenburg County - Mecklenburg County -  Coordinated Assessment(5691)	No	Alimony or Other Spousal Support (HUD)		10/20/2015		XXXCLOSED_Mecklenburg County - Mecklenburg County -  Coordinated Assessment(5691)
1205	215739	No	Alimony or Other Spousal Support (HUD)		7/27/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/27/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1206	459879	No	Alimony or Other Spousal Support (HUD)		8/1/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/1/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1207	11625	No	Alimony or Other Spousal Support (HUD)		7/28/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/28/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1208	425239	No	Alimony or Other Spousal Support (HUD)		7/31/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/31/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1209	88294	No	Alimony or Other Spousal Support (HUD)		7/29/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/29/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1210	276087	No	Alimony or Other Spousal Support (HUD)		7/30/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/30/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1211	459883	No	Alimony or Other Spousal Support (HUD)		7/29/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/29/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1212	298569	No	Alimony or Other Spousal Support (HUD)		7/25/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/25/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1213	459884	No	Alimony or Other Spousal Support (HUD)		7/26/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/26/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1214	349918	No	Alimony or Other Spousal Support (HUD)		7/24/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/24/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1215	460004	No	Alimony or Other Spousal Support (HUD)		8/1/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/1/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1216	183775	No	Alimony or Other Spousal Support (HUD)		8/1/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/1/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1217	388135	No	Alimony or Other Spousal Support (HUD)		12/11/2014		Urban Ministries of Durham - Durham County(1562)	No	Alimony or Other Spousal Support (HUD)		12/11/2014		Urban Ministries of Durham - Durham County(1562)
1218	460180	No	Alimony or Other Spousal Support (HUD)		8/3/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/3/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1219	460179	No	Alimony or Other Spousal Support (HUD)		8/3/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/3/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1220	420015	No	Alimony or Other Spousal Support (HUD)		8/4/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/4/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1221	460325	No	Alimony or Other Spousal Support (HUD)		8/5/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/5/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1222	460322	No	Alimony or Other Spousal Support (HUD)		8/6/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/6/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1223	460323	No	Alimony or Other Spousal Support (HUD)		8/6/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/6/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1224	460324	No	Alimony or Other Spousal Support (HUD)		8/5/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/5/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1225	294561	No	Alimony or Other Spousal Support (HUD)		7/10/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/10/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1226	177751	No	Alimony or Other Spousal Support (HUD)		8/4/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/4/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1227	183776	No	Alimony or Other Spousal Support (HUD)		8/5/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/5/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1228	265504	No	Alimony or Other Spousal Support (HUD)		8/7/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/7/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1229	460494	No	Alimony or Other Spousal Support (HUD)		8/1/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/1/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1230	430223	No	Alimony or Other Spousal Support (HUD)		8/8/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/8/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1231	460493	No	Alimony or Other Spousal Support (HUD)		8/8/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/8/2017		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
